ticker,name,index
SBRA,Sabra Health Care REIT,S&P 400
SCI,Service Corp Intl,S&P 400
SEIC,SEI Investments Company,S&P 400
SF,Stifel,S&P 400
SFM,Sprouts Farmers Market,S&P 400
SGI,Somnigroup International,S&P 400
SHC,Sotera Health,S&P 400
SIGI,Selective Insurance Group,S&P 400
SIRI,SiriusXM,S&P 400
SITM,SiTime,S&P 400
SLAB,Silicon Labs,S&P 400
SLGN,Silgan Holdings,S&P 400
SLM,SLM Corp,S&P 400
SMG,Scotts Miracle-Gro Company,S&P 400
SMTC,Semtech,S&P 400
SN,SharkNinja,S&P 400
SNX,TD Synnex,S&P 400
SOLS,Solstice Advanced Materials,S&P 400
SON,Sonoco,S&P 400
SPXC,SPX Technologies,S&P 400
SR,Spire,S&P 400
SSB,South State Bank,S&P 400
SSD,Simpson Manufacturing,S&P 400
ST,Sensata Technologies,S&P 400
STAG,STAG Industrial,S&P 400
STRL,Sterling Infrastructure,S&P 400
STWD,Starwood Property Trust,S&P 400
SWX,Southwest Gas Corp,S&P 400
SYNA,Synaptics,S&P 400
TCBI,Texas Capital Bancshares,S&P 400
TEX,Terex,S&P 400
THC,Tenet Health,S&P 400
THG,Hanover Insurance,S&P 400
THO,Thor Industries,S&P 400
TKR,Timken,S&P 400
TLN,Talen Energy,S&P 400
TNL,Travel + Leisure Co.,S&P 400
TOL,Toll Brothers,S&P 400
TOST,"Toast, Inc.",S&P 400
TREX,Trex,S&P 400
TRU,TransUnion,S&P 400
TTC,Toro,S&P 400
TTEK,Tetra Tech,S&P 400
TTMI,TTM Technologies,S&P 400
TWLO,Twilio,S&P 400
TXNM,TXNM Energy,S&P 400
TXRH,Texas Roadhouse,S&P 400
UBSI,United Bankshares,S&P 400
UFPI,UFP Industries,S&P 400
UGI,UGI Corp,S&P 400
ULS,UL Solutions,S&P 400
UMBF,UMB Financial Corp.,S&P 400
UNM,Unum,S&P 400
USFD,US Foods,S&P 400
UTHR,United Therapeutics,S&P 400
VAL,Valaris,S&P 400
VC,Visteon,S&P 400
VFC,VF Corporation,S&P 400
VIAV,Viavi Solutions,S&P 400
VICR,Vicor Corporation,S&P 400
VLY,Valley Bank,S&P 400
VMI,Valmont Industries,S&P 400
VNO,Vornado Realty Trust,S&P 400
VNOM,Viper Energy,S&P 400
VNT,Vontier,S&P 400
VOYA,Voya Financial,S&P 400
VVV,Valvoline,S&P 400
WAL,Western Alliance Bancorporation,S&P 400
WBS,Webster Bank,S&P 400
WCC,WESCO International,S&P 400
WEX,WEX Inc.,S&P 400
WFRD,Weatherford International,S&P 400
WH,Wyndham Hotels & Resorts,S&P 400
WHR,Whirlpool Corporation,S&P 400
WING,Wingstop,S&P 400
WLK,Westlake Corporation,S&P 400
WMG,Warner Music Group,S&P 400
WMS,Advanced Drainage Systems,S&P 400
WPC,W. P. Carey,S&P 400
WSO,Watsco,S&P 400
WTFC,Wintrust Financial,S&P 400
WTRG,Essential Utilities,S&P 400
WTS,Watts Water Technologies,S&P 400
WWD,"Woodward, Inc.",S&P 400
XPO,"XPO, Inc.",S&P 400
XRAY,Dentsply Sirona,S&P 400
YETI,Yeti Holdings,S&P 400
ZION,Zions Bancorporation,S&P 400
